,SSP126_AR6GWP_KyotoGHG,SSP126_AR6GWP_CO2LULUCF,SSP126_AR6GWP_IPCM0EL,SSP119_AR6GWP_KyotoGHG,SSP119_AR6GWP_CO2LULUCF,SSP119_AR6GWP_IPCM0EL,SSP245_AR6GWP_KyotoGHG,SSP245_AR6GWP_CO2LULUCF,SSP245_AR6GWP_IPCM0EL,SSP126_CH4,SSP119_CH4,SSP245_CH4
2088,-1142.028472,-2155.163418,1013.134946,-4015.965893,-2202.755031,-1813.210862,31115.93524,-4133.06594,35249.00118,131.9671882,123.0621817,299.6349639
2089,-1664.909384,-2119.873802,454.9644182,-4368.549552,-2212.872665,-2155.676887,30031.68581,-4225.219916,34256.90572,131.0471804,121.9116722,299.225084
2090,-2186.361659,-2084.680605,-101.6810536,-4720.169867,-2222.962655,-2497.207211,28950.39881,-4317.122105,33267.52091,130.1296863,120.7643061,298.816324
2091,-2238.567996,-2166.071523,-72.49647301,-5075.74125,-2238.801069,-2836.940181,28246.19987,-4365.391143,32611.59101,129.3366864,119.8604953,298.4501859
2092,-2290.774333,-2247.46244,-43.31189241,-5431.312633,-2254.639482,-3176.673151,27542.00093,-4413.66018,31955.66111,128.5436866,118.9566846,298.0840478
2093,-2343.123701,-2329.076347,-14.04735405,-5787.858184,-2270.521289,-3517.336896,26835.87268,-4462.061462,31297.93414,127.7485142,118.0503976,297.7169065
2094,-2395.330038,-2410.467265,15.13722655,-6143.429567,-2286.359702,-3857.069865,26131.67374,-4510.3305,30642.00424,126.9555144,117.1465869,297.3507684
2095,-2447.536375,-2491.858182,44.32180715,-6499.000951,-2302.198115,-4196.802835,25427.47481,-4558.599537,29986.07434,126.1625146,116.2427761,296.9846303
2096,-2499.742712,-2573.2491,73.50638775,-6854.572334,-2318.036529,-4536.535805,24723.27587,-4606.868575,29330.14444,125.3695148,115.3389653,296.6184922
2097,-2552.092081,-2654.863007,102.7709261,-7211.117885,-2333.918335,-4877.19955,24017.14762,-4655.269856,28672.41747,124.5743423,114.4326784,296.251351
2098,-2604.298418,-2736.253924,131.9555067,-7566.689268,-2349.756749,-5216.932519,23312.94868,-4703.538894,28016.48757,123.7813425,113.5288676,295.8852128
2099,-2656.504755,-2817.644842,161.1400873,-7922.260651,-2365.595162,-5556.665489,22608.74974,-4751.807932,27360.55767,122.9883427,112.6250569,295.5190747
2100,-2708.711092,-2899.03576,190.3246679,-8277.832034,-2381.433576,-5896.398459,21904.5508,-4800.076969,26704.62777,122.1953429,111.7212461,295.1529366
